Week,Day,Date,,,,OT,Rec,,Opp,Tm,OppScore,1stD,TotYd,PassY,RushY,TOL,1stD,TotYd,DPassY,DRushY,TOG,Offense,Defense,Sp. Tms
16,Sun,December 27,4:05PM ET,boxscore,W,,5-10,@,Washington Football Team,20,13,19,280,167,113,2,20,386,278,108,4,-5.85,5.49,7.24
17,Sun,January 3,4:25PM ET,boxscore,L,,5-11,,New Orleans Saints,7,33,17,320,246,74,5,20,347,191,156,,-14.42,-10.71,-0.09
,,,,,,,,,,,,,,,,,,,,,,,,
1,Sun,September 12,1:00PM ET,boxscore,W,,1-0,,New York Jets,19,14,18,381,270,111,1,16,252,207,45,1,1.31,10.00,-3.49
2,Sun,September 19,1:00PM ET,boxscore,W,,2-0,,New Orleans Saints,26,7,28,383,294,89,1,6,128,80,48,2,12.61,21.20,-12.63
3,Thu,September 23,8:20PM ET,boxscore,W,,3-0,@,Houston Texans,24,9,28,407,290,117,,14,193,151,42,,14.35,5.60,-5.17
4,Sun,October 3,1:00PM ET,boxscore,L,,3-1,@,Dallas Cowboys,28,36,24,379,266,113,2,24,433,188,245,,10.49,-19.39,-1.46
5,Sun,October 10,1:00PM ET,boxscore,L,,3-2,,Philadelphia Eagles,18,21,17,267,158,109,3,15,273,182,91,2,-16.27,15.13,-3.99
6,Sun,October 17,1:00PM ET,boxscore,L,OT,3-3,,Minnesota Vikings,28,34,20,306,188,118,3,26,571,373,198,1,-9.64,-8.77,12.64
7,Sun,October 24,1:00PM ET,boxscore,L,,3-4,@,New York Giants,3,25,11,173,117,56,1,21,302,199,103,,-22.46,3.21,-2.91
8,Sun,October 31,1:00PM ET,boxscore,W,,4-4,@,Atlanta Falcons,19,13,21,332,129,203,1,17,213,131,82,2,0.86,2.84,4.14
9,Sun,November 7,1:00PM ET,boxscore,L,,4-5,,New England Patriots,6,24,13,240,162,78,3,17,273,122,151,2,-26.35,3.56,5.26
10,Sun,November 14,4:05PM ET,boxscore,W,,5-5,@,Arizona Cardinals,34,10,24,341,175,166,2,11,169,104,65,2,2.27,19.35,1.02
11,Sun,November 21,1:00PM ET,boxscore,L,,5-6,,Washington Football Team,21,27,18,297,186,111,,24,369,179,190,1,6.37,-13.28,-0.05
12,Sun,November 28,1:00PM ET,boxscore,L,,5-7,@,Miami Dolphins,10,33,10,198,134,64,3,22,315,204,111,1,-17.24,-1.89,-2.85
14,Sun,December 12,1:00PM ET,boxscore,L,,5-8,,Atlanta Falcons,21,29,21,334,243,91,3,20,318,190,128,1,-5.38,-4.15,-1.74
15,Sun,December 19,1:00PM ET,boxscore,L,,5-9,@,Buffalo Bills,14,31,19,275,124,151,1,21,312,193,119,1,-11.11,-9.55,1.29
16,Sun,December 26,1:00PM ET,boxscore,L,,5-10,,Tampa Bay Buccaneers,6,32,16,273,206,67,1,21,391,232,159,,-11.17,-13.01,2.95
17,Sun,January 2,1:00PM ET,boxscore,L,,5-11,@,New Orleans Saints,10,18,16,178,90,88,2,15,280,207,73,,-10.01,0.34,-0.41
18,Sun,January 9,1:00PM ET,boxscore,L,,5-12,@,Tampa Bay Buccaneers,17,41,18,317,207,110,2,21,409,324,85,,-10.73,-20.33,4.03
,,,,,,,,,,,,,,,,,,,,,,,,
1,Sun,September 11,1:00PM ET,boxscore,L,,0-1,,Cleveland Browns,24,26,15,261,207,54,1,23,355,138,217,,5.38,-6.82,-1.66
2,Sun,September 18,1:00PM ET,boxscore,L,,0-2,@,New York Giants,16,19,18,275,129,146,2,18,265,162,103,,-2.09,6.20,-6.13
3,Sun,September 25,1:00PM ET,boxscore,W,,1-2,,New Orleans Saints,22,14,12,293,148,145,,19,426,342,84,3,-9.01,4.57,11.38
4,Sun,October 2,4:05PM ET,boxscore,L,,1-3,,Arizona Cardinals,16,26,11,220,180,40,3,20,338,206,132,1,-19.54,6.14,1.90
5,Sun,October 9,4:05PM ET,boxscore,L,,1-4,,San Francisco 49ers,15,37,15,308,244,64,1,22,397,244,153,1,-13.22,-16.04,7.82
6,Sun,October 16,4:05PM ET,boxscore,L,,1-5,@,Los Angeles Rams,10,24,8,203,110,93,1,22,360,249,111,1,-11.74,-3.51,2.53
7,Sun,October 23,1:00PM ET,boxscore,W,,2-5,,Tampa Bay Buccaneers,21,3,14,343,170,173,,17,322,276,46,,7.39,5.31,3.31
8,Sun,October 30,1:00PM ET,boxscore,L,OT,2-6,@,Atlanta Falcons,34,37,23,478,309,169,1,21,406,239,167,2,9.83,-9.40,-1.64
9,Sun,November 6,1:00PM ET,boxscore,L,,2-7,@,Cincinnati Bengals,21,42,13,228,164,64,3,30,464,223,241,,0.37,-30.20,12.97
10,Thu,November 10,8:15PM ET,boxscore,W,,3-7,,Atlanta Falcons,25,15,18,333,101,232,,20,291,153,138,1,2.11,6.14,0.94
11,Sun,November 20,1:00PM ET,boxscore,L,,3-8,@,Baltimore Ravens,3,13,13,205,169,36,3,19,308,193,115,1,-20.39,5.63,3.58
12,Sun,November 27,1:00PM ET,boxscore,W,,4-8,,Denver Broncos,23,10,19,349,164,185,1,14,246,125,121,2,6.49,9.50,-1.36
14,Sun,December 11,4:25PM ET,boxscore,W,,5-8,@,Seattle Seahawks,30,24,24,328,105,223,,16,287,241,46,2,9.49,-1.49,0.23
15,Sun,December 18,1:00PM ET,boxscore,L,,5-9,,Pittsburgh Steelers,16,24,12,209,188,21,,22,325,169,156,,3.72,-12.16,-1.58
16,Sat,December 24,1:00PM ET,boxscore,W,,6-9,,Detroit Lions,37,23,30,570,250,320,,22,381,336,45,1,30.20,-9.31,-3.52
17,Sun,January 1,1:00PM ET,boxscore,L,,6-10,@,Tampa Bay Buccaneers,24,30,22,400,326,74,3,25,478,411,67,1,4.36,-10.73,6.36
18,Sun,January 8,1:00PM ET,boxscore,W,,7-10,@,New Orleans Saints,10,7,14,203,32,171,2,16,304,161,143,1,-8.41,4.13,7.85
,,,,,,,,,,,,,,,,,,,,,,,,
1,Sun,September 10,1:00PM ET,boxscore,L,,0-1,@,Atlanta Falcons,10,24,20,281,127,154,3,13,221,91,130,,-16.61,2.92,0.20
2,Mon,September 18,7:15PM ET,boxscore,L,,0-2,,New Orleans Saints,17,20,14,239,139,100,1,23,341,207,134,1,-6.94,-3.81,6.10
3,Sun,September 24,4:05PM ET,boxscore,L,,0-3,@,Seattle Seahawks,27,37,23,378,334,44,,27,425,279,146,1,6.08,-10.21,-4.29
4,Sun,October 1,1:00PM ET,boxscore,L,,0-4,,Minnesota Vikings,13,21,20,232,149,83,1,14,265,130,135,2,-14.29,5.73,-0.38
5,Sun,October 8,1:00PM ET,boxscore,L,,0-5,@,Detroit Lions,24,42,26,342,243,99,3,23,377,218,159,,4.10,-21.57,-0.86
6,Sun,October 15,1:00PM ET,boxscore,L,,0-6,@,Miami Dolphins,21,42,21,296,188,108,,23,424,262,162,1,-6.44,-14.79,0.33
8,Sun,October 29,1:00PM ET,boxscore,W,,1-6,,Houston Texans,15,13,20,224,180,44,,16,229,119,110,1,0.91,3.60,-2.13
9,Sun,November 5,4:05PM ET,boxscore,L,,1-7,,Indianapolis Colts,13,27,17,275,137,138,3,17,198,120,78,1,-23.07,3.93,2.92
10,Thu,November 9,8:15PM ET,boxscore,L,,1-8,@,Chicago Bears,13,16,12,213,170,43,,21,295,162,133,,-6.28,0.42,1.84
11,Sun,November 19,1:00PM ET,boxscore,L,,1-9,,Dallas Cowboys,10,33,13,187,77,110,2,23,311,204,107,,-13.81,-14.98,6.04
12,Sun,November 26,1:00PM ET,boxscore,L,,1-10,@,Tennessee Titans,10,17,19,258,162,96,1,15,264,184,80,,-7.57,-0.52,-0.58
13,Sun,December 3,4:05PM ET,boxscore,L,,1-11,@,Tampa Bay Buccaneers,18,21,15,282,149,133,1,15,322,194,128,1,-4.36,-1.83,1.51
14,Sun,December 10,1:00PM ET,boxscore,L,,1-12,@,New Orleans Saints,6,28,16,303,99,204,2,14,207,110,97,1,-20.04,2.19,-1.99
15,Sun,December 17,1:00PM ET,boxscore,W,,2-12,,Atlanta Falcons,9,7,17,283,154,129,,12,204,152,52,2,-9.24,10.46,0.79
16,Sun,December 24,1:00PM ET,boxscore,L,,2-13,,Green Bay Packers,30,33,26,394,298,96,,25,369,207,162,,20.51,-19.16,-1.99
17,Sun,December 31,1:00PM ET,boxscore,L,,2-14,@,Jacksonville Jaguars,0,26,7,124,67,57,1,16,317,162,155,,-24.80,-6.77,4.36
